name,url_pc,Désignation,Marque,Modèle,Gamme Macbook,Année de sortie,Système d'exploitation,Système d'exploitation fourni,Processeur,Type de processeur,Taille de la mémoire,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Chipset graphique,Disque fourni,Capacité,Lecteur de cartes,Graveur DVD,Type de lecteur / graveur,Norme(s) réseau sans-fil,Technologie Bluetooth,Webcam,Microphone intégré,Type de H.P,Type d'activités,Norme du clavier,Localisation,Pavé numérique,Touches Multimédia,Lecteur biométrique,Connecteur(s) disponible(s),Sortie HDMI,Couleur,Matériau,Profondeur,Largeur,Epaisseur,Poids,Indice réparabilité (sur 10),Définition de l'indice,Autonomie,Capacité de la batterie,Capacité du chargeur,Batterie amovible,DAS tronc,DAS membres,Garantie commerciale,Garantie légale,Personne responsable,Adresse postale,Adresse électronique,img_url,price,Disponibilité des pièces détachées,NPU (Neural Processing Unit)
Apple MacBook Air M4 15 pouces (2025) Argent 16Go/256 Go (MW1G3FN/A),https://www.ldlc.com/fiche/PB00671601.html,Apple MacBook Air M4 15 pouces (2025) Argent 16Go/256 Go (MW1G3FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 256 Go,256                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Bureautique, Multimédia",AZERTY,Français,Non,Oui,Oui,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Non,Argent,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222173.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Argent 16Go/512 Go (MW1H3FN/A),https://www.ldlc.com/fiche/PB00671607.html,Apple MacBook Air M4 15 pouces (2025) Argent 16Go/512 Go (MW1H3FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Bureautique, Multimédia",AZERTY,Français,Non,Oui,Oui,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Non,Argent,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222173_0006222231.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Argent 24Go/512 Go (MC6J4FN/A),https://www.ldlc.com/fiche/PB00671611.html,Apple MacBook Air M4 15 pouces (2025) Argent 24Go/512 Go (MC6J4FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),24                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Argent,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222173_0006222231_0006222257.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 16Go/256 Go (MC7A4FN/A),https://www.ldlc.com/fiche/PB00671603.html,Apple MacBook Air M4 15 pouces (2025) Bleu ciel 16Go/256 Go (MC7A4FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 256 Go,256                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Bleu ciel,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222203.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 16Go/512 Go (MC7C4FN/A),https://www.ldlc.com/fiche/PB00671606.html,Apple MacBook Air M4 15 pouces (2025) Bleu ciel 16Go/512 Go (MC7C4FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Bureautique, Multimédia",AZERTY,Français,Non,Oui,Oui,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Non,Bleu ciel,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222203_0006222222.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Bleu ciel 24Go/512 Go (MC7D4FN/A),https://www.ldlc.com/fiche/PB00671610.html,Apple MacBook Air M4 15 pouces (2025) Bleu ciel 24Go/512 Go (MC7D4FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),24                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Bureautique, Multimédia",AZERTY,Français,Non,Oui,Oui,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Non,Bleu ciel,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222203_0006222222_0006222247.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/256 Go (MW1J3FN/A),https://www.ldlc.com/fiche/PB00671602.html,Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/256 Go (MW1J3FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 256 Go,256                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Or,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222188.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A),https://www.ldlc.com/fiche/PB00671608.html,Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Bureautique, Multimédia",AZERTY,Français,Non,Oui,Oui,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Non,Or,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222188_0006222236.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A-70W),https://www.ldlc.com/fiche/PB00672832.html,Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/512 Go (MW1K3FN/A-70W),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Or,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,70                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222188_0006222236_0006227775.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 24Go/512 Go (MC6K4FN/A),https://www.ldlc.com/fiche/PB00671612.html,Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 24Go/512 Go (MC6K4FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),24                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 512 Go,512                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Or,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/21/LD0006222188_0006222236_0006222262.jpg, 1 329€00,5 ans,Apple Neural Engine
Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/256 Go (MW1L3FN/A),https://www.ldlc.com/fiche/PB00671605.html,Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/256 Go (MW1L3FN/A),"Apple

                      Apple",MacBook Air M4,MacBook Air,2025,Apple macOS Sequoia,Oui,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),16                            Go,15/16 pouces,2880 x 1864 pixels,16/10,Oui,Apple M4 GPU 10 coeurs,SSD 256 Go,256                            Go,Aucun,Non,Aucun,Wi-Fi 6E,Bluetooth 5.3,Oui,Oui,Intégrés,"Multimédia, Bureautique",AZERTY,Français,Non,Oui,Oui,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Non,Noir,Aluminium,237.6                            mm,340.4                            mm,11.5                            mm,1.51                            kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",18                            Heure(s),66.5                            Wh,35                            W,Non,0.42                            W/kg,0.42                            W/kg,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,Apple Distribution International Limited,"Hollyhill Industrial Estate, Hollyhill, Cork, Ireland",Voir la page,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222217.jpg, 1 329€00,5 ans,Apple Neural Engine
